,Date / Time,City,State,Shape,Duration,Summary,Posted
,9/23/18 08:28,Hollister,CA,Egg,<120 seconds,Reddish Orange egg shaped object spotted in or near Northern California/ Central Valley,9/27/18
,9/23/18 03:15,Port St Lucie,FL,Light,45 minutes,Red and Green flashing lights Eastern horizon 3 AM Port St Lucie Florida.,9/27/18
,9/23/18 03:00,Westmont,IL,Circle,5 seconds,Bright green ball of light.,9/27/18
,9/23/18 02:10,Potchefstroom (South Africa),,Flash,5-3-30min,Flash and huge explosion sound in night sky over Potchefstroom purple lights.,9/27/18
,9/23/18,Topeka,KS,Light,5 minutes,Round orb zigzaging in Topeka night sky.,9/27/18
,9/23/18,Newberry,AR,Cylinder,15 seconds,"Large metallic cylinder long and then, 200ft in the air speed 80-120mph. 10 minutes later 7 that we seen large wight Jets going in th",9/27/18
,9/22/18 21:30,Baltimore,MD,Other,5 minutes,It was late in the evening and sometimes I go on my roof and try to see the stars when it's clear I then noticed a star that seemed to,3/21/19
,9/22/18 20:45,North Bend,OR,Light,2 minutes,"Bright circle white light flying through the sky, turned red and disappeared.",9/27/18
,9/22/18 19:56,Fürth (Germany),,Circle,2 minutes,Last night on 09/22/18 I wanted to go for a walk with my dog &#8203;&#8203;and went out the front door and saw at 19:56 clock in the sk,9/27/18
,9/22/18 19:43,Detroit,MI,Oval,a few seconds,A silver elongated metal-looking oval way up in the sky.,9/27/18
,9/22/18 18:15,Westfield,VT,Circle,4 minutes,Westfield Vermont facing 210 degrees sw. 3 red/orange circle shaped lights in triangle formation followed by 5 more in a diamond shape.,9/27/18
,9/22/18 09:30,Phoenix,AZ,Rectangle,2 minutes,"Dark Rectangle With Brite White Lights , And 4 Red Blinking Lights Seen on IT'S Side Fly Above My Window.",9/27/18
,9/22/18 07:45,Old Jamestown,MO,Light,5 minutes,((NUFORC Note: Witness provides minimal information. PD)),9/27/18
,9/22/18 06:20,White Sulphur Springs,MT,Circle,4 seconds,"Round circlular ball, glowing briliant neon blue apearing in southern sky.Heading west to east at approx.30% angle.",9/27/18
,9/22/18 02:30,Melbourne (Australia),,Oval,30minutes,"Dark object hovering over home, with loud noise. Two of them, early in the morning. ((anonymous report))",10/6/18
,9/21/18 22:00,Kingman,AZ,Other,15 minutes,Was grabbing items out of car it was between 21:00 22:00 last night was going back inside house when bright object in sky caught attent,9/27/18
,9/21/18 22:00,"Washington, D.C. (6 miles west of)",DC,Rectangle,2 minutes,((HOAX??)) I had the urge to buy Hersheys Kisses afterwards as I felt on a sugar low. ((anonymous report)),9/27/18
,9/21/18 21:00,Tower,MN,Unknown,5 minutes,"No plane, no satellite, then poof gone.",9/27/18
,9/21/18 20:45,East Prairie,MO,Chevron,5 minutes,At appx 845 pm I was walking home from the grocery store when I looked up into the sky above me and I had to take a double take at what,10/6/18
,9/21/18 20:43,East Islip,NY,Unknown,15-20 minutes,Triangular UFO. ((anonymous report)),9/27/18
,9/21/18 19:00,Sonoita,AZ,Light,1/2,Teardrop and light orb U.F.O. crafts near the Moon viewed from S.E. Arizona.,11/24/18
,9/21/18 13:30,Carbondale,IL,Other,2 minutes,Black polyhedron at low altitude in broad daylight.,11/30/18
,9/21/18 06:45,Indianapolis,IN,Unknown,25 minutes or more,VERY unusual loud ongoing 'engine' noise for 25 minutes or more in the sky - invisible,9/27/18
,9/21/18 02:00,Lincoln City,OR,Chevron,5 seconds,Translucent HUGE flying object with HUGE wings.,10/25/18
,9/20/18 00:00,Gloversville,NY,Oval,Sat there and circle of l,Blinking lights and a oval shaped craft.,9/27/18
,9/20/18 20:45,Atlanta,GA,Light,2 seconds,Bright orb descending over I-20 at Wesley Chapel Road,9/27/18
,9/20/18 20:40,Paragould,AR,Chevron,1 minute,Chevron-shaped UFO hovering silently over Greene County Arkansas,9/27/18
,9/20/18 18:30,Foster,RI,Other,5-8 seconds,Object moving SE with 2 flaming engines before disappearing.,9/27/18
,9/20/18 11:00,Easley,SC,Diamond,Still there,"From our back yard, seven o'clock from the moon, strange lit up object last night with lights around on it that were a diamond shape.",9/27/18
,9/20/18 08:00,Maryville,TN,Cigar,5 minutes,"Morning, in daylight, 3 cigar-shaped bright white silent crafts, slow moving; each seemed to be 2 sections",9/27/18
,9/20/18 06:22,Ormond Beach,FL,Disk,8 seconds,5 white disks in perfect wedge formation traveling about 400 knots in controlled air space. Emitted no sound.,9/27/18
,9/20/18 06:00,Allentown,PA,Disk,,Heading to work on Rt 22 west when I witnessed some kind of craft that seem to be hovering over a building. It has two big bright light,9/27/18
,9/20/18 05:00,Gordon,GA,Other,2 seconds,"While on the way to work this morning, I noticed a REALLY bright white light in the sky. The light was oblong in shape, may have been",9/27/18
,9/20/18 01:00,Walnut Creek,CA,Other,10 seconds,Massive white blinding light over me at golf course out of nowhere. Extremely intense.,9/27/18
,9/19/18 23:15,George,WA,Unknown,15 minutes,These were not aircraft lights.,9/27/18
,9/19/18 19:30,Naples,FL,Sphere,20 seconds,Blinking light travels the entire sky in 20 seconds making no sound. ((anonymous report)),9/27/18
,9/19/18 19:00,Pacific Ocean,,Light,Minutes,Airline crew witnesses and attempts to photograph a brightly lighted object over the Pacific Ocean. ((report from David Marler)),9/27/18
,9/19/18 12:37,Newburgh,IN,,,MADAR Node 06 ((false alarm)),10/6/18
,9/19/18 06:19,Belleville,IL,Light,20 seconds +,Witness familiar with area was surprised enough to report some strange objects near Scott AFB.,10/12/18
,9/19/18 00:20,Lawrenceville,GA,Changing,2 hours,Series of stationary lights that would shape shift and blinking red white blue and green lights appeared. ((anonymous report)),9/27/18
,9/18/18 23:20,Layton,UT,Circle,45 minutes,"One orb that changed colors, moving in all directions inconsistently. After about a half hour two more orb like crafts began to draw cl",9/27/18
,9/18/18 22:00,Tylersport,PA,Other,5 hours,Star Wars style craft.,9/27/18
,9/18/18 21:41,Fort Mcmurray (Canada),AB,Triangle,5 seconds,"At approx. 9:41 pm, a triangular craft was travelling in a S direction approximately 1,500 ft alt. ~200 km/hr. ((anonymous report))",9/27/18
,9/18/18 21:00,Yorktown,NY,,5 seconds,Large White glowing fuzzy object. ((anonymous report)),9/27/18
,9/18/18 21:00,Floral City,FL,Light,3 minutes,"Out by barn. Facing star system Pleiades. I have noticed light anomalies, in the night sky. I flashed my bright flashlight well, on th",10/6/18
,9/18/18 20:52,Aberdeen,WA,Light,3 minutes,Bright light slightly reddish in color in the obstructed view I had of night sky. Evidence suggest it was waiting and watching me.,9/27/18
,9/18/18 20:44,Newington,CT,,,MADAR Node 106,9/27/18
,9/18/18 20:20,Millcreek,UT,Circle,3 minutes,"Looked exactly like a star, but stopped and went in differant directions. Not a satellite; I know what they look like.",9/27/18
,9/18/18 20:20,Milton,VT,Formation,2 minutes,"Four big, bright orange lights connected with not as bright lines running between them like a constellation to form a diamond.",9/27/18
,9/18/18 20:05,Lawton,OK,Triangle,10 minutes,Triangle shaped bright white light moving slowly over Mount Scott. Disappeared after approx 12 min.,9/27/18
,9/18/18 19:12,Fallston,MD,Circle,5 minutes,"White Orb Sighting at 7pm in Harford, MD",9/27/18
,9/18/18 14:00,Franklin,VA,Cylinder,30 seconds,"In September of 2018, after obtaining fuel at the Duck-In, while driving slowly southward on Deleware Road toward Camp Parkway (Virgini",3/14/19
,9/18/18 06:26,Newark,DE,Circle,~20 seconds,Early AM with some fog but light in a circle shined though slightly then was gone within seconds. ((anonymous report)),9/27/18
,9/18/18 05:10,Albuquerque,NM,Light,4 seconds,"What appeared at first to be a shooting star, kept on going straight across the morning sky without a sound or change in brightness.",9/27/18
,9/18/18 03:37,Urbana,IL,Triangle,2 mintes,"It was pretty dark out, so i didnt notice it immediately. it blended in with the night sky. but then it made this noise that you could",9/27/18
,9/18/18 03:08,Harlan,IA,Flash,1 hour,Blue flashes/orbs/dancing lights. ((anonymous report)),9/27/18
,9/18/18 02:30,,IA,Light,4,Communicating traveling orbs? ((anonymous report)),9/27/18
,9/18/18 01:00,Romulus,MI,Triangle,2 minutes,Last night 9/18/18 1:00 am Wife awoke last night because our dog Sugar was crying and making noise as though she had to go outside! She,9/27/18
,9/18/18 00:00,Osceola,IA,Circle,8 seconds,5 blue/grey circles in triangle shape. ((anonymous report)),9/27/18
,9/17/18 21:22,St. Augustine,FL,Light,10 seconds,Sitting on back porch of our rental looking out over the water and several lights appeared out over the water to our left. They were wh,9/27/18
,9/17/18 19:00,Cedar Rapids,IA,Formation,~60 secounds,3 bright orange or red lights in the sky in a rectangle shape. Just shot into the clouds. ((anonymous report)),9/27/18
,9/17/18 04:17,Harlan ((assumed from ZIP code)),IA,Sphere,2 minutes,Odd moving falling star. ((anonymous report)),9/27/18
,9/17/18 04:00,Oldsmar,FL,Flash,30 minutes,Descending object over inaccessible cypress Forest intermittently flashing extremely intense light,9/27/18
,9/17/18 00:00,Lakeville,MN,Changing,15 minutes,"Bright orange light, looked like a half sphere that disappeared slowly over 15 minute or so. ((anonymous report))",9/27/18
,9/16/18 22:49,Chesapeake,VA,Circle,1:15,Quantum UFO,9/27/18
,9/16/18 21:45,Middletown,NY,Fireball,3 minutes,"After witnessing one, my daughter and I now seen two red firey bright lights with lighter red trails glowing around them, slowly moving",9/27/18
,9/16/18 20:30,Massena,NY,Flash,1 minutes,"I saw 2 long bright flashling burst in two separate locations, and after the second sighting a loud but brief noise like a tractor trai",9/27/18
,9/16/18 20:25,Encinitas,CA,Circle,6 seconds,Extremely High speed unknown heading west over head after impossiblr turns above SoCal.,9/27/18
,9/16/18 18:00,Elliot Lake,ON,Cylinder,10 minutes,Shiny silvery no wings or very short wings.,9/27/18
,9/16/18 18:00,Detroit,MI,Light,2 about,About 7 strange red lights seen over Detroit.,9/27/18
,9/16/18 17:00,New Bedford,MA,Sphere,~5 minutes or less,"BANNER OF WHITE SPHERES IN CONSTELLATION FORMATION FLYING UNDER HALF MOON , NEW BEDFORD, MA.",9/27/18
,9/16/18 15:45,Bridgeport,CT,Changing,5 minutes,"Round circle shape object, not moving then changed shape and disappeared.",9/27/18
,9/16/18 15:00,Anaheim,CA,Circle,10 minutes,Ten spheres in sky. ((anonymous report)),9/27/18
,9/16/18 13:41,Morrow,OH,,,MADAR Node 127,9/27/18
,9/16/18 13:40,Cleveland,OH,Disk,10 seconds,UFO and the blimp,3/14/19
,9/16/18 13:35,Garland,UT,Disk,5-10 minutes,Two V-shaped patterns of discs in broad daylight.,9/27/18
,9/16/18 06:00,Falling Waters,WV,Triangle,2-3 minutes,"A friend and I witnessed what appeared to be a star, as bright as venus, move silently accross the sky heading Northwest over the Potom",9/27/18
,9/16/18 05:30,Bellevue,WA,Disk,25 seconds,"Crown shaped craft over I-405 in Bellevue, WA early morning September 16, 2018. ((NUFORC Note: Reflection off of windshield?? PD))",1/4/19
,9/16/18 04:30,Bonne Terre,MO,,Hour,((NUFORC Note: Witness provides no information about sighting. PD)),9/27/18
,9/16/18 04:15,Frederick,MD,Circle,5-10 minutes,White object moving and blinking in different parts of the sky.,10/12/18
,9/16/18 01:00,Healdsburg,CA,Chevron,5 seconds,3 chevron shaped objects...traveling together from the east and separating in the western sky.,9/27/18
,9/16/18 00:24,Annandale,VA,Fireball,2 minutes,We’re coming from DC to our home in Annadale Va around 12:15 am by the Little River Turnpike and the Pinecrest Blvd a bright red fire,9/27/18
,9/16/18,Lincoln,CA,Formation,3 minutes,"Daylight, clear blue sky, 7 to 8 white cigar/winged shaped objects at high altitude,observed 3 min circular flying pattern, then disapp",9/27/18
,9/16/18,New York,NY,Unknown,18:05,Unknown object over Upper West Side NYC,9/27/18
,9/15/18 22:15,Tulsa,OK,Circle,3-4 minutes,Midtown Tulsa Oklahoma:witnessed one bright ball of light high in the night sky. Looked up to notice the beauty of the moon lit clouds,9/27/18
,9/15/18 22:00,South Bend,IN,Other,3-4 minutes,4 separate bright red lights moving across the South of South Bend.,9/27/18
